Wellhead Temp. (C),Wellhead Press (psi),MMCFD- gas,BOPD (barrel of oil produced per day),BWPD (barrel of water produced per day),BSW - basic solid and water (%),CO2 mol. (%) @ 25 C & 1 Atm.,Gas Grav.,CR-corrosion defect
67.15,"2,139.70",9.54,880.95,"8,839.52",27.54,1.5843,0.9306,0.2150
49.95,980.97,14.65,614.59,"9,122.08",64.37,0.8286,0.8425,0.1859
55.47,"2,271.59",5.83,"1,349.70","6,175.53",17.60,2.2293,0.7594,0.1842
43.64,926.36,4.60,"1,699.52","8,802.48",20.63,3.6372,0.924,0.1944
41.90,"2,227.12",5.06,265.76,"5,062.36",71.98,2.1787,0.8298,0.2051
72.64,485.70,16.66,"1,341.24","2,890.24",33.21,3.5872,0.7157,0.2218
68.49,"1,754.63",6.45,199.44,"2,962.67",10.09,3.6729,0.8377,0.2101
63.90,"1,411.79",0.29,"1,160.01","5,224.03",85.82,3.7832,0.7267,0.2176
54.48,"1,306.84",13.76,632.65,"5,651.50",15.94,2.8102,0.8276,0.2262
46.75,814.58,12.33,729.86,"4,117.46",13.52,3.2105,0.8933,0.2308
46.20,"1,747.51",2.46,"1,044.03","8,236.40",32.07,1.6265,0.8301,0.1902
49.28,751.33,17.28,"1,944.71","3,997.64",8.65,1.0395,0.7936,0.2704
59.08,"1,451.91",10.76,"1,520.93","2,576.25",14.00,2.6071,0.906,0.2126
64.51,872.15,8.90,"1,963.78",114.63,75.57,0.7169,0.9159,0.2228
62.72,"2,231.35",6.85,"1,421.67","9,041.33",15.42,2.3644,0.7878,0.2136
50.25,437.49,15.79,143.39,"7,685.00",10.06,1.0481,0.8213,0.2632
72.39,768.58,4.45,649.48,"5,749.09",78.56,1.071,0.9281,0.1933
65.27,850.99,5.18,"1,902.94","7,742.77",39.69,3.8306,0.7504,0.2069
59.25,"1,183.36",2.35,"1,389.31","7,554.95",14.14,2.9971,0.7769,0.1894
61.13,832.45,13.37,"2,051.50","8,682.27",51.96,3.0142,0.8057,0.2285
54.83,"1,332.91",10.54,434.84,"3,620.87",3.83,2.1427,0.7334,0.2332
49.20,"2,070.43",10.77,710.49,"5,186.12",38.22,2.1745,0.7712,0.2140
52.75,"1,760.03",4.01,838.97,955.25,52.74,1.7758,0.8314,0.1842
65.93,"1,504.39",11.50,768.86,"8,992.61",85.44,2.2508,0.7616,0.1873
41.54,554.31,13.48,622.86,"9,176.33",29.23,2.8038,0.8626,0.2148
44.88,"1,725.06",6.43,997.76,"7,358.30",68.32,1.354,0.7879,0.1922
42.58,704.12,14.10,"1,387.06","4,251.97",11.96,1.6258,0.7309,0.2497
42.41,"1,903.82",6.27,738.90,"4,645.60",38.78,2.4695,0.8799,0.2053
69.13,865.98,13.35,285.52,"4,078.05",20.02,2.0714,0.8364,0.2683
64.15,"1,189.13",0.81,"1,516.75","2,760.67",44.02,3.6449,0.8932,0.1984
56.62,"1,060.29",9.77,"1,028.21","4,935.16",37.32,3.6529,0.7906,0.2077
44.28,"2,044.01",17.01,"1,219.04",536.24,87.46,1.8948,0.7154,0.2066
57.20,626.96,17.22,"1,021.13","9,239.02",81.91,2.3103,0.7214,0.1576
56.60,"1,476.69",5.11,"1,872.75","3,973.10",52.02,4.2136,0.8867,0.1941
46.75,656.99,7.87,"1,223.47","8,640.68",15.86,3.6738,0.8018,0.1849
55.30,"1,745.97",1.32,"1,937.21","6,757.25",49.77,1.4592,0.9267,0.2064
54.14,"2,133.54",15.35,"1,129.16","2,729.44",70.73,1.6929,0.8944,0.2028
61.27,"1,223.11",10.07,702.35,"2,099.85",3.52,0.9808,0.7147,0.2042
61.90,"1,326.61",6.90,825.41,"9,274.16",38.82,3.1321,0.9032,0.2103
42.56,"2,176.78",2.18,"1,151.78","7,201.04",3.93,1.8257,0.7581,0.1514
53.36,"1,390.28",16.62,"1,167.17","2,355.88",21.87,2.6209,0.8185,0.2358
61.60,"1,325.66",9.41,"1,475.25",666.07,8.34,3.459,0.8229,0.1925
57.57,"1,501.23",5.13,569.02,"6,503.57",85.75,3.7048,0.7243,0.2128
69.16,"1,715.84",6.29,"1,419.46","2,850.68",15.18,1.8563,0.7388,0.1775
62.68,588.92,4.92,"1,653.91","2,093.15",13.51,1.5374,0.8045,0.2109
46.41,"1,971.05",10.65,"1,454.21","6,856.16",86.77,3.75,0.853,0.1863
43.38,"1,224.85",16.33,"1,072.87","6,339.84",46.12,2.0587,0.7695,0.2214
62.14,522.09,15.06,"2,071.14","4,505.06",67.69,3.654,0.8273,0.2138
41.94,"1,903.46",8.20,922.08,"8,782.47",29.30,1.2207,0.7948,0.2070
60.28,"1,111.53",14.54,338.17,"6,343.34",47.62,3.9794,0.8503,0.1928
71.91,576.31,7.55,"1,737.94","8,325.87",0.74,2.4274,0.8048,0.2285
59.95,"1,608.54",4.60,544.95,"1,807.73",36.57,1.2944,0.8991,0.1765
53.80,"2,085.27",17.25,"1,526.05","2,791.60",49.61,2.6154,0.9283,0.2198
62.17,"2,100.02",5.49,479.90,"1,009.89",45.98,3.8278,0.9127,0.2183
56.10,"2,235.30",5.83,162.52,"2,865.18",36.30,2.0878,0.7483,0.2051
58.97,"2,061.22",17.36,442.35,"9,052.54",70.36,1.3231,0.812,0.1778
71.95,386.22,2.55,867.60,"8,969.80",44.84,2.7656,0.8124,0.2298
53.73,"1,117.90",13.39,338.22,"7,092.17",56.83,3.6991,0.8967,0.1980
72.60,"1,966.08",16.43,516.52,"4,872.63",16.59,1.1179,0.79,0.2246
70.77,"1,090.83",9.09,"1,626.58","7,281.29",76.92,0.8285,0.8325,0.2065
47.49,"1,546.17",0.27,"1,636.87","5,173.45",32.47,0.8824,0.8456,0.1428
43.35,"1,555.39",6.72,"1,730.08",73.15,43.10,1.5129,0.7357,0.1958
44.38,"1,088.46",2.16,"1,776.42","4,691.78",31.52,0.705,0.8343,0.1705
41.67,"2,132.37",7.43,952.67,"5,594.82",79.63,2.2303,0.7656,0.1998
44.17,"1,355.90",13.91,"1,828.10","2,505.07",80.41,3.2042,0.7567,0.2274
63.47,"1,281.51",7.82,"1,159.23","1,925.88",20.12,3.2502,0.7664,0.2081
43.41,"2,312.42",7.71,"1,050.88","2,579.82",67.22,2.9833,0.733,0.2067
51.53,"1,337.08",9.87,"1,536.34","5,823.92",9.30,1.7508,0.7265,0.2201
68.78,727.31,10.30,548.12,"1,395.16",2.79,3.3425,0.8539,0.2495
41.83,"1,374.95",15.05,"1,675.27","6,720.68",74.69,2.7653,0.9189,0.2061
67.78,"1,957.32",5.57,970.35,"3,960.35",11.82,3.7958,0.863,0.1581
50.31,"1,885.42",14.45,378.71,"3,317.43",13.93,2.4088,0.78,0.2395
44.95,"1,908.10",10.03,363.08,"7,526.59",54.20,1.3307,0.7851,0.2028
63.92,"1,752.21",5.43,452.35,"4,733.66",72.93,2.9759,0.8306,0.2254
61.70,874.03,5.34,"1,873.18","3,549.76",17.03,1.2244,0.9024,0.2074
69.85,"2,050.34",6.48,"2,069.69","8,184.31",10.31,4.1649,0.7558,0.1623
65.18,"2,111.03",11.01,828.41,"3,455.65",7.02,3.2243,0.8145,0.1891
67.42,757.79,4.23,701.48,"8,006.68",2.34,3.4163,0.8213,0.1889
50.32,634.53,16.16,557.81,"4,716.37",10.51,3.1373,0.9167,0.2380
46.89,"2,270.02",10.18,"1,742.47","1,969.60",84.15,1.0317,0.8295,0.1751
65.69,"2,062.42",16.16,539.09,"5,723.67",8.62,2.3628,0.8835,0.2266
67.53,"2,110.63",1.03,"1,938.80","2,686.60",53.39,3.0365,0.7305,0.1885
73.56,"2,097.35",6.16,"1,436.12","1,405.28",82.22,1.5088,0.7833,0.1759
54.60,"1,430.33",0.62,"1,886.01",843.05,56.09,3.1382,0.8461,0.2082
53.27,"1,632.96",4.94,"1,214.20","2,282.03",3.05,3.6463,0.8607,0.1487
66.54,"1,437.44",15.15,"1,481.79","6,871.16",53.29,1.6738,0.9066,0.2248
52.25,481.17,0.86,"1,342.34","7,811.92",80.62,1.4011,0.8415,0.2162
71.60,"1,824.74",7.78,"1,756.92","8,031.91",28.88,3.8754,0.775,0.1860
69.23,"1,359.97",2.27,"1,766.05","2,545.87",28.08,0.6974,0.8301,0.1378
55.14,"1,635.49",7.45,"1,284.26","6,170.24",22.31,1.6043,0.8682,0.2035
65.70,"1,354.76",14.75,"1,367.89","2,176.83",45.19,2.1508,0.8843,0.2399
65.82,"1,333.81",11.02,"1,934.47","5,815.89",21.34,3.112,0.9197,0.2179
44.45,714.52,12.98,"1,950.11","8,268.29",64.64,4.2877,0.7532,0.1550
70.67,921.43,6.27,"1,430.04",419.84,57.61,2.0209,0.857,0.2418
57.64,689.48,16.58,144.65,"9,177.25",35.85,4.113,0.7553,0.1532
68.18,760.72,12.51,333.90,"7,710.73",64.53,2.0062,0.7813,0.2205
51.57,"2,264.94",7.53,"1,809.29","7,104.00",8.91,3.1962,0.7426,0.1884
70.44,678.38,7.61,295.34,"6,452.07",66.94,1.2772,0.8818,0.2200
53.84,903.16,16.13,547.53,"7,183.86",53.87,2.3451,0.9129,0.2149
41.43,"1,524.96",10.21,580.87,"9,264.14",56.29,3.8323,0.7177,0.1828
70.77,"1,562.87",12.46,"1,304.71","7,183.09",5.89,1.8369,0.8907,0.2245
44.06,680.04,7.45,"1,258.49","3,301.23",55.22,1.0594,0.7645,0.2205
51.54,"1,918.04",4.10,696.14,"5,733.91",44.17,2.5707,0.8186,0.2024
72.23,"1,901.57",12.75,535.96,"3,165.12",43.43,2.2696,0.8763,0.2312
72.25,841.33,10.75,"1,626.39","9,036.66",28.82,1.5095,0.823,0.2496
59.88,940.69,8.91,"1,961.06","8,388.19",0.81,3.9567,0.7622,0.1648
61.79,"2,197.23",11.03,232.86,"5,304.52",37.80,2.8565,0.9112,0.2286
55.78,"1,979.88",3.84,390.23,"7,285.87",35.86,1.9353,0.8422,0.1987
50.69,"1,732.42",13.97,"1,386.80","8,476.73",37.81,4.2843,0.9167,0.1440
51.85,541.21,16.64,"1,704.53","2,299.67",54.68,1.1765,0.898,0.2602
63.13,"1,191.48",15.66,"1,678.59","5,414.52",26.86,3.7479,0.9047,0.1836
65.75,"1,464.41",5.79,"1,538.58","4,507.88",24.14,1.5134,0.791,0.1945
67.03,744.75,7.26,"1,867.02","7,196.08",44.50,1.5455,0.9291,0.2514
66.97,"1,249.47",14.22,555.03,"3,556.09",52.92,2.4818,0.8993,0.2438
44.06,"1,545.16",10.53,339.54,"6,615.44",50.70,3.0746,0.7856,0.2248
57.29,"1,015.60",9.71,"1,334.33","3,777.83",78.71,3.1779,0.909,0.2291
42.96,"1,893.33",16.27,"1,739.45","1,070.68",68.68,0.7587,0.8779,0.2006
59.09,"2,008.48",9.51,"1,269.09","1,034.02",4.78,1.7169,0.8712,0.1705
55.55,"1,008.31",9.14,"2,014.98","1,144.70",50.35,3.0698,0.7125,0.2518
70.19,"2,005.01",0.96,"1,687.15",342.19,37.37,3.8992,0.7161,0.1527
52.58,582.52,1.43,"1,501.59","4,983.22",32.31,3.1034,0.8645,0.2156
44.91,"2,003.21",0.36,247.45,"6,271.60",85.51,1.641,0.7726,0.1732
45.76,677.68,16.04,340.43,"1,215.84",40.84,2.5166,0.724,0.3000
66.05,542.56,7.30,"1,666.15","5,714.77",64.25,3.0226,0.7742,0.2412
61.35,"1,624.01",8.34,517.61,"5,583.84",86.33,1.1685,0.8961,0.1745
44.39,"1,295.35",14.86,185.93,"1,404.71",13.59,2.651,0.815,0.2822
43.83,"2,138.98",10.78,"1,912.70","3,787.93",5.00,2.3859,0.847,0.1980
64.06,"1,084.91",10.78,"1,873.63","7,043.47",28.08,1.8972,0.8879,0.2498
43.46,937.76,5.36,557.25,196.00,4.09,2.9356,0.7825,0.2277
68.03,"1,351.08",14.67,"1,657.08","1,403.35",10.54,2.9815,0.7136,0.2211
64.23,"1,264.40",3.10,223.41,"9,275.57",88.52,4.195,0.7825,0.2034
43.74,"1,048.60",1.15,687.60,"6,843.25",85.71,2.2289,0.9223,0.2147
43.85,"1,724.57",3.55,"1,350.58","4,344.79",61.74,2.6016,0.8176,0.2079
73.43,"1,851.95",4.86,"1,623.74","5,881.17",67.24,1.2487,0.8369,0.1941
53.35,"2,032.73",5.12,149.83,"7,888.17",12.65,2.6635,0.879,0.2106
53.23,"2,264.70",11.84,768.17,"7,851.85",53.18,0.8092,0.7365,0.1853
67.73,898.10,4.00,549.15,"3,051.78",13.89,1.2211,0.8732,0.1922
72.14,"1,767.83",11.94,"2,085.04","4,596.67",33.86,1.2985,0.7768,0.2395
73.41,"1,145.03",1.81,"1,443.23","5,957.71",30.91,2.9686,0.7968,0.2009
65.78,"1,692.34",2.78,923.76,707.36,54.85,2.732,0.7706,0.2069
53.41,"1,303.18",9.04,277.59,"8,811.60",7.23,3.5673,0.745,0.2011
43.81,"2,305.18",16.19,"1,301.64","4,053.71",9.35,2.3596,0.7909,0.2114
66.56,"1,792.62",15.11,"1,385.90","3,479.86",54.49,2.3974,0.732,0.2225
59.39,"2,225.29",17.00,"1,727.96","8,452.74",56.83,1.2634,0.8976,0.2312
54.98,"1,997.87",11.49,694.49,"1,137.56",30.42,3.367,0.7787,0.2217
70.80,"2,129.33",11.93,"2,051.07",404.70,13.22,0.6918,0.8554,0.1744
44.72,"1,958.10",11.05,989.93,"6,393.08",79.11,2.2166,0.7766,0.2006
57.23,"1,270.62",11.01,708.92,"3,610.99",4.85,1.3603,0.7576,0.2193
41.44,869.33,2.78,811.72,"7,130.09",64.07,3.4694,0.8687,0.2219
56.44,"1,098.71",9.64,"1,146.80",676.27,12.61,3.1161,0.8489,0.2227
42.92,421.24,6.91,"1,963.49","3,599.44",56.94,3.2369,0.7593,0.2566
44.97,"1,396.09",7.89,"1,568.88","2,222.93",59.28,1.2164,0.8463,0.2045
44.92,"1,359.44",9.29,"1,259.43","6,899.46",71.81,3.0995,0.7122,0.2104
62.36,"1,398.52",2.45,448.25,"2,147.31",35.34,3.1794,0.7502,0.2223
65.54,"2,266.98",6.45,421.90,"4,287.43",2.07,0.6881,0.8718,0.1297
60.20,"2,145.88",1.33,"1,112.75","7,634.59",72.42,1.8282,0.8017,0.1884
72.63,695.02,17.19,"1,556.25","8,529.62",39.71,0.9946,0.7561,0.2387
53.37,"1,095.92",2.28,"1,599.92","6,741.80",75.63,3.145,0.8228,0.2309
50.44,"1,202.50",4.71,571.80,"4,021.12",69.29,1.4464,0.8138,0.2035
69.56,"1,079.77",15.66,325.46,"5,345.01",44.54,1.6366,0.8511,0.2415
48.40,"1,927.29",8.59,882.23,"6,436.55",89.21,0.9621,0.7271,0.1576
72.66,"1,396.17",2.58,"1,927.22","8,154.43",41.31,2.4298,0.892,0.2366
41.47,"1,489.18",6.88,"1,197.28","8,280.93",62.21,0.7982,0.724,0.1902
72.88,"2,032.79",2.24,756.21,"8,674.10",59.83,3.7394,0.8113,0.2012
42.49,"1,941.67",3.70,763.14,"7,558.86",46.31,0.774,0.868,0.1576
70.30,637.93,1.13,388.09,"1,401.96",52.30,0.9017,0.7872,0.1945
58.38,"1,763.61",7.82,"1,056.02","6,973.96",71.31,2.9967,0.9121,0.2096
73.64,"1,224.71",14.19,"1,678.93","7,594.85",51.08,3.9976,0.8779,0.1661
43.49,952.27,10.37,"2,025.87","8,181.68",40.25,3.9078,0.8052,0.1957
59.24,478.87,10.73,"1,111.57","8,617.04",59.14,0.9813,0.7517,0.2158
72.86,"1,324.98",3.70,456.87,"4,762.38",3.29,1.7227,0.7207,0.1828
58.23,"1,069.90",6.18,"1,466.66","6,115.71",9.86,2.5646,0.8881,0.2060
61.71,868.80,14.86,"1,611.24",129.20,11.31,0.775,0.754,0.2454
63.89,"1,726.37",1.75,269.86,"5,352.40",38.08,2.5921,0.7706,0.2080
55.98,"1,871.15",15.08,"1,794.01","4,428.89",77.83,2.2994,0.7134,0.2194
61.65,855.78,8.60,"1,753.25","8,964.70",57.47,2.8085,0.7151,0.2349
60.24,477.77,14.72,"1,054.69","8,402.75",86.82,4.0099,0.762,0.1217
70.63,"2,024.54",5.73,"1,226.75","7,437.31",3.69,1.6726,0.9038,0.1825
42.56,401.35,6.10,"1,526.29",569.15,64.48,2.9919,0.8835,0.2769
50.29,"2,195.53",13.24,"1,454.52","3,768.88",28.13,2.2345,0.8811,0.2132
72.24,"1,596.62",13.82,161.85,"6,495.46",2.21,2.2536,0.8937,0.2436
70.27,"1,004.90",4.21,369.19,315.67,73.74,3.0215,0.7523,0.2851
56.02,859.05,17.07,447.82,"2,227.46",14.63,4.1222,0.9273,0.2260
61.41,399.51,1.69,"1,609.05","8,271.04",19.21,3.8025,0.7624,0.1877
50.17,837.75,1.42,991.14,"1,244.15",30.48,2.9935,0.7442,0.2162
47.24,648.60,10.54,"1,197.54",517.03,70.40,2.3492,0.7762,0.2714
56.28,"1,566.71",12.74,"1,642.36","5,424.76",55.80,2.2133,0.8282,0.2294
52.66,704.37,16.86,797.10,"8,817.79",23.74,3.5278,0.7386,0.1705
60.21,"1,405.06",7.24,"1,595.77","7,780.63",15.15,1.4685,0.8742,0.2213
43.62,"1,524.04",0.67,995.47,"9,080.31",9.89,2.8058,0.7931,0.1807
73.03,958.84,10.67,867.97,"7,028.52",13.48,2.5064,0.8366,0.2248
73.42,449.94,5.24,781.54,"4,096.62",77.51,3.0291,0.8732,0.2553
63.97,454.17,7.72,"2,018.79","8,819.20",82.37,1.357,0.9102,0.2519
58.65,433.07,8.69,"1,640.96","3,997.06",86.40,3.197,0.892,0.2446
51.22,"1,812.40",1.35,169.01,"3,287.26",74.53,2.9482,0.8298,0.2339
67.76,997.48,8.64,"2,004.05","4,197.02",79.22,1.3307,0.93,0.2386
63.53,"1,923.04",7.61,"1,647.75","7,589.12",72.87,2.3061,0.8281,0.2264
46.40,"1,217.55",12.56,421.55,"8,550.98",85.52,3.135,0.8294,0.1790
70.95,"1,258.70",11.41,278.94,"3,357.63",75.50,3.9421,0.7461,0.2375
68.05,"1,374.58",3.44,732.90,"4,327.33",41.31,1.1206,0.7439,0.1731
72.22,"1,761.90",3.80,"1,351.59","8,371.38",28.94,0.7102,0.7483,0.1784
64.87,911.35,4.57,"1,336.64",476.88,52.20,1.2764,0.8418,0.2064
61.19,617.37,3.33,669.57,"7,309.93",54.34,4.2595,0.8028,0.2029
54.79,"1,458.13",11.61,"1,002.08","4,252.87",51.37,3.4599,0.7963,0.2125
71.66,"1,014.83",17.44,544.34,"3,532.31",63.12,2.9024,0.7393,0.2322
69.48,"1,238.37",11.52,228.50,"4,185.20",62.43,1.1601,0.7952,0.2207
42.55,"1,634.02",10.73,"1,141.68","3,923.40",7.90,2.1846,0.7946,0.2070
41.93,"1,338.29",7.33,808.86,"7,057.23",25.58,3.2676,0.8482,0.2048
53.42,"1,582.41",5.64,"1,192.41","8,646.07",79.44,3.9214,0.7969,0.1932
67.66,"1,435.19",16.00,"1,982.69","4,598.20",52.72,2.0607,0.8036,0.2455
73.45,"1,813.70",17.00,410.18,"7,763.09",29.41,4.2972,0.7713,0.1501
46.00,"1,748.17",8.83,133.31,"6,828.41",75.93,1.1844,0.7401,0.1872
60.56,"1,415.82",5.25,279.99,"3,107.23",22.33,2.0792,0.7773,0.2200
53.56,"1,695.86",13.56,"1,035.43","5,487.15",36.60,3.8473,0.7205,0.1829
72.88,"2,072.55",2.52,"1,513.61","6,224.43",24.75,3.0311,0.7561,0.1775
68.69,"1,218.59",13.48,"1,266.58",258.54,77.79,3.6139,0.7828,0.2420
68.57,"1,180.84",14.41,"1,098.45","3,712.56",65.04,3.9646,0.7433,0.1940
56.44,"1,861.01",2.39,822.52,"9,245.99",41.15,2.5149,0.8579,0.2081
54.68,"1,509.41",17.14,736.39,"5,950.30",83.23,1.5283,0.7731,0.1777
50.04,519.49,17.29,866.22,"3,140.27",82.79,3.1896,0.847,0.2157
42.92,"2,108.45",16.44,"1,327.03","2,359.25",63.55,2.7182,0.8533,0.2151
69.43,441.65,8.82,457.93,"1,983.27",79.63,3.4754,0.8099,0.2840
67.73,"1,830.34",4.49,"1,639.77","3,765.29",64.25,2.5309,0.8103,0.2124
73.86,"1,850.46",10.30,"1,255.79","1,832.89",56.12,3.6146,0.8395,0.2127
73.76,"2,226.49",7.50,656.47,"1,294.28",37.63,3.9436,0.7691,0.2004
59.29,486.84,3.80,"1,110.71","3,416.81",24.50,3.3919,0.7158,0.2211
66.29,"1,537.09",7.56,"2,014.55","5,669.71",5.50,3.3704,0.8535,0.1858
72.06,"1,210.02",11.72,169.59,"1,398.26",71.51,2.804,0.8455,0.2810
68.94,"1,021.90",1.46,520.13,451.83,11.02,2.3858,0.8163,0.1970
49.18,556.86,6.00,"1,007.38",361.78,36.70,4.1991,0.9045,0.2421
55.85,"1,470.90",0.54,"1,379.51","2,520.24",21.04,3.0137,0.8234,0.1602
45.31,"1,309.10",13.20,545.00,"1,803.83",40.65,3.7204,0.7781,0.2431
72.36,584.41,11.32,"1,953.12","5,041.48",28.20,2.508,0.8686,0.2533
60.95,"1,567.34",1.31,"1,387.60","4,266.80",74.08,2.687,0.9236,0.2118
48.57,"1,810.13",16.93,"1,847.45","3,052.38",87.32,3.0781,0.8738,0.2060
63.10,"1,866.88",0.62,774.26,"7,770.59",84.05,3.3157,0.9118,0.2111
61.34,"2,134.11",10.44,"1,752.53","4,723.31",55.60,2.3015,0.736,0.2228
52.82,"1,174.47",13.67,870.01,889.43,87.41,1.9684,0.7378,0.2370
44.79,"2,226.42",13.87,624.35,"2,783.43",35.85,1.5452,0.7452,0.2126
63.10,"2,056.82",0.82,"1,914.45","9,067.02",46.70,2.2121,0.8663,0.2333
58.14,955.86,15.92,310.03,"9,100.76",23.02,1.4432,0.7971,0.2377
66.40,690.32,16.13,"1,975.61","2,402.35",80.17,2.1872,0.8166,0.2534
58.13,"1,224.62",9.95,"1,027.22","1,591.50",16.15,3.8446,0.7689,0.2029
69.02,"1,159.81",8.57,"2,072.99","4,637.45",54.54,4.2153,0.8736,0.2013
59.17,"1,496.18",1.01,"1,185.97","4,505.55",71.39,2.7675,0.8978,0.2114
59.47,"1,511.02",9.96,"1,612.60","3,844.08",53.20,1.2071,0.7465,0.2129
69.82,"1,833.42",7.32,143.31,"4,949.68",7.15,2.2262,0.7537,0.2159
54.30,"1,368.79",13.61,"1,101.92","2,193.91",54.63,2.8579,0.786,0.2361
45.47,584.93,7.22,"1,573.37","1,106.42",68.50,2.0207,0.773,0.2610
42.01,"2,043.00",12.06,"1,662.21","5,330.87",16.87,1.4212,0.8285,0.2168
65.84,981.52,1.99,438.92,"8,689.20",65.81,1.4996,0.8773,0.2048
61.42,"2,261.69",2.53,949.80,"1,318.05",78.44,2.3941,0.8863,0.1845
64.16,610.16,2.65,950.00,"6,576.82",88.05,1.462,0.7571,0.2050
48.06,"2,236.44",1.02,332.39,"4,101.51",36.68,1.5818,0.7499,0.1472
45.54,558.20,9.60,996.94,"2,766.85",2.37,3.8389,0.7914,0.2030
41.55,829.17,13.97,"1,709.73","7,952.05",37.48,3.4986,0.7437,0.1937
52.57,472.22,10.80,717.21,"4,273.95",58.98,0.8788,0.7314,0.2259
60.42,"1,746.58",10.18,976.43,"5,450.04",79.58,1.8375,0.7647,0.1996
53.94,"2,027.54",12.01,"2,010.99","4,149.36",83.74,2.604,0.7981,0.2295
55.42,"1,222.07",6.11,191.55,794.09,81.20,0.898,0.8409,0.1989
70.73,"2,178.91",6.50,"1,287.65","5,557.55",58.77,3.1515,0.8708,0.2049
52.49,"1,524.40",5.67,"1,585.09","3,924.79",60.96,2.0702,0.7603,0.2169
57.93,"1,601.24",12.56,"1,619.25",845.16,0.34,2.1163,0.8919,0.2074
66.77,"2,018.09",3.03,"1,531.25","5,565.96",32.55,1.639,0.7185,0.1749
54.08,956.43,0.46,"1,551.83",132.15,80.96,1.8873,0.8091,0.2179
61.47,"1,067.64",10.55,245.01,"1,974.36",61.60,3.7977,0.8509,0.2704
69.36,"2,135.23",16.54,"1,175.29","7,283.98",41.84,3.5331,0.7754,0.1795
72.21,"2,125.58",10.78,"1,662.49",392.34,9.42,4.0658,0.8621,0.1496
45.89,"2,271.72",13.78,313.65,"6,037.71",22.08,3.2088,0.9025,0.2169
71.46,"2,127.27",11.88,153.06,"8,847.86",49.59,2.7703,0.7308,0.2217
57.21,628.56,8.84,"1,724.35","1,628.19",80.12,1.617,0.8243,0.2521
49.54,"1,976.11",12.67,"1,524.11","3,908.76",8.67,3.0924,0.7152,0.1920
56.13,"1,175.18",14.50,936.55,"5,377.57",13.83,3.9586,0.7728,0.1755
73.22,"2,299.43",4.12,"1,970.73","4,217.61",58.51,0.929,0.7413,0.1681
57.23,"1,296.01",6.05,"1,630.44","5,793.78",26.35,2.2824,0.8489,0.2171
51.85,"1,453.84",4.10,"2,024.50","3,788.07",15.26,1.2192,0.766,0.1794
61.85,"1,407.27",8.06,"1,949.03","1,417.79",16.03,3.6128,0.7735,0.1872
48.95,"1,004.69",15.55,"1,071.82",866.38,44.04,2.9015,0.7565,0.2582
43.56,527.26,6.21,"1,607.16","6,944.32",52.16,3.8627,0.7649,0.2084
45.30,"2,115.30",6.71,"1,439.72","2,253.53",80.73,0.907,0.7608,0.1510
45.27,"1,935.38",15.12,"1,718.25","7,899.57",47.35,3.9571,0.8652,0.1695
46.05,652.09,9.15,"1,671.73","6,931.18",61.74,0.9218,0.9221,0.2305
45.62,"1,885.24",9.50,429.49,499.22,16.23,1.7196,0.8193,0.2102
62.09,"1,593.19",15.13,587.11,"1,906.57",63.72,1.2439,0.8437,0.2190
47.04,"1,173.83",8.72,649.76,"2,748.45",57.95,1.2049,0.8917,0.2141
52.41,873.65,12.03,"1,732.06","5,553.63",19.40,1.3,0.8162,0.2467
70.48,"2,045.78",1.71,"1,716.87","7,550.66",59.79,2.4168,0.7778,0.2193
56.62,"1,737.05",3.32,"1,099.32",600.12,18.98,3.5178,0.9211,0.1652
62.97,"1,442.04",7.23,"1,266.72","2,355.40",53.04,3.9301,0.9112,0.2100
46.72,"1,561.69",8.80,"1,748.55","3,529.45",59.74,2.7305,0.7598,0.2299
47.38,558.31,16.95,741.52,"1,741.19",61.93,1.2496,0.8663,0.2561
42.41,"1,299.19",17.03,227.72,"5,097.46",81.17,0.9652,0.854,0.1825
46.61,756.92,14.96,"1,074.37","4,473.44",84.61,2.4672,0.8545,0.2125
50.21,785.33,5.69,"1,918.49","2,975.68",72.34,3.449,0.8945,0.2499
46.88,"1,661.80",16.92,"1,677.18","4,834.04",78.45,2.9234,0.8599,0.2001
43.98,"2,145.50",12.16,847.29,"3,340.37",1.85,2.7881,0.8255,0.1955
45.03,"1,163.41",7.03,256.29,"3,223.27",32.45,0.8529,0.8979,0.2044
56.18,784.11,12.38,"1,376.53","2,501.80",3.67,2.1683,0.7696,0.2395
47.84,"1,637.50",0.52,"1,763.37","5,052.44",20.17,2.6708,0.8611,0.1701
53.02,"2,067.96",2.76,"1,431.41","4,159.18",34.15,2.8442,0.866,0.1763
57.58,"1,830.19",14.59,961.75,"1,861.26",77.46,0.696,0.9033,0.1718
63.72,"2,063.26",11.40,370.99,160.85,45.74,1.4009,0.9315,0.2159
42.36,"1,420.39",6.53,"1,912.73","1,440.28",57.96,4.1165,0.8342,0.2127
67.29,"1,837.07",8.90,669.79,437.84,32.47,2.5197,0.8181,0.2240
61.67,653.13,15.90,568.62,"4,043.11",53.87,3.2256,0.8437,0.2361
43.75,"1,056.04",11.16,"1,727.12","2,128.08",72.82,1.7941,0.8565,0.2431
69.72,"1,135.92",7.12,"2,050.66","3,939.77",26.98,2.7975,0.8685,0.2282
71.27,"1,371.51",2.31,"1,422.04","3,095.81",83.22,1.9689,0.7732,0.2070
43.07,"2,179.98",5.31,"1,352.82","5,029.97",19.14,1.7535,0.8186,0.1699
